order_id,order_date,customer_id,customer_name,email,phone,prefecture,age,gender,product_id,product_name,category,price,quantity,total_amount,payment_method,status
O000025,2023/10/02,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0014,【セール】パスタ,食品,11392,3.0,79744.0,credit card,shipped
O000026,2023-09-01,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0036,電子レンジ,家電,11884,7.0,59420.0,クレカ,delivered
O000027,2023-10-28,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0012,パスタ,食品,11541,5.0,69246.0,credit card,shipped
O000028,2023-08-30,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0021,インスタント麺,食品,13736,6.0,82416.0,PayPay,配送済
O000029,2023-09-09,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0017,調味料セット（お徳用）,食品,14229,6.0,,,delivered
O000030,2023-07-29,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0020,缶詰,食品,8423,6.0,50538.0,代金引換,delivered
O000031,29-09-2023,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0030,電気ケトル,家電,4496,8.0,17984.0,代金引換,shipped
O000032,2023-06-19,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0014,【セール】パスタ,食品,11392,7.0,79744.0,credit card,shipped
O000033,2023-05-27,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0020,缶詰,食品,8423,4.0,67384.0,PayPay,delivered
O000034,2023-08-30,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0008,お米,食品,7026,5.0,49182.0,代金引換,delivered
O000035,2023-08-07,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0037,トースター,家電,14029,5.0,98203.0,PayPay,shipped
O000036,2023-09-15,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0006,石鹸,日用品,12842,5.0,25684.0,クレジットカード,delivered
O000037,2023-12-31,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0006,石鹸,日用品,12842,6.0,64210.0,銀行振込,shipped
O000038,2024-04-22,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0036,電子レンジ,家電,11884,5.0,95072.0,credit card,delivered
O000039,2024-01-22,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0043,Tシャツ,ファッション,3166,2.0,22162.0,クレジットカード,delivered
O000040,2024-03-09,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0052,サングラス,ファッション,7645,3.0,30580.0,クレカ,delivered
O000041,2023-10-25,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0004,トイレットペーパー,日用品,491,5.0,1964.0,クレジットカード,pending
O000042,2023-11-02,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0014,【セール】パスタ,食品,11392,3.0,79744.0,コンビニ払い,delivered
O000043,2024/05/23,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0043,Tシャツ,ファッション,3166,4.0,18996.0,コンビニ払い,delivered
O000044,2024-08-24,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0025,お菓子詰め合わせ,食品,2610,4.0,5220.0,コンビニ払い,delivered
O000045,2024-06-18,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0025,お菓子詰め合わせ,食品,2610,6.0,15660.0,クレジットカード,
O000046,07/31/2023,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0036,電子レンジ,家電,11884,2.0,35652.0,銀行振込,shipped
O000047,2024-07-14,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0016,調味料セット,食品,13994,2.0,111952.0,credit card,delivered
O000048,2024-04-30,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0022,お菓子詰め合わせ,食品,2371,6.0,16597.0,コンビニ払い,delivered
O000049,2023-11-13,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0037,トースター,家電,14029,3.0,84174.0,クレジットカード,shipped
O000050,2024-01-05,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0052,サングラス,ファッション,7645,8.0,38225.0,credit card,配送済
O000051,2023-10-11,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0021,インスタント麺,食品,13736,3.0,109888.0,PayPay,返品
O000052,2024-06-13,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0027,コーヒー（お徳用）,食品,10429,2.0,31287.0,クレジットカード,
O000053,2024-03-18,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0040,【セール】掃除機,家電,7405,2.0,51835.0,コンビニ払い,delivered
O000054,2024-12-02,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0033,電子レンジ,家電,11787,5.0,58935.0,クレジットカード,delivered
O000055,2023-09-14,C00003,池田 大輔,池田大輔6@softbank.ne.jp,070 2291 5803,埼玉県,72.0,F,P0049,バッグ,ファッション,11406,8.0,34218.0,クレジットカード,
O000056,2023-08-13,C00004,山田 蓮,山田蓮36@softbank.ne.jp,08059684848,愛知県,42.0,その他,P0040,【セール】掃除機,家電,7405,2.0,14810.0,PayPay,pending
O000057,2023-09-08,C00004,山田 蓮,山田蓮36@softbank.ne.jp,08059684848,愛知県,42.0,その他,P0026,コーヒー,食品,10458,5.0,52290.0,代金引換,delivered
O000058,2023-09-10,C00004,山田 蓮,山田蓮36@softbank.ne.jp,08059684848,愛知県,42.0,その他,P0003,ティッシュ,日用品,10858,1.0,10858.0,クレジットカード,delivered
O000059,2023-07-23,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0020,缶詰,食品,8423,5.0,42115.0,銀行振込,shipped
O000060,2023-08-22,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0006,石鹸,日用品,12842,5.0,64210.0,銀行振込,delivered
O000061,2023-09-03,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0012,パスタ,食品,11541,2.0,23082.0,コンビニ払い,pending
O000062,2023-10-18,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0011,お米,食品,7023,4.0,28092.0,PayPay,
O000063,2023-09-09,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0040,【セール】掃除機,家電,7405,2.0,14810.0,クレジットカード,返品
O000064,15-12-2023,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0012,パスタ,食品,11541,4.0,46164.0,,delivered
O000065,2023年10月21日,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0049,バッグ,ファッション,11406,5.0,57030.0,クレジットカード,pending
O000066,2023-12-10,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0030,電気ケトル,家電,4496,1.0,4496.0,代金引換,cancelled
O000067,27-10-2023,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0004,トイレットペーパー,日用品,491,1.0,491.0,credit card,delivered
O000068,08-11-2023,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0027,コーヒー（お徳用）,食品,10429,5.0,52145.0,PayPay,delivered
O000069,2023-10-21,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0003,ティッシュ,日用品,10858,4.0,43432.0,クレジットカード,delivered
O000070,2024-06-06,C00005,山崎 愛,山崎愛88@docomo.ne.jp,090-1916-4752,千葉県,49.0,,P0008,お米,食品,7026,4.0,28104.0,クレジットカード,pending
O000071,2023-03-22,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0034,電子レンジ（お徳用）,家電,11800,3.0,35400.0,代金引換,shipped
O000072,2023-04-07,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0009,お米（お徳用）,食品,6862,4.0,27448.0,PayPay,
O000073,2023-04-07,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0001,洗剤,日用品,7372,2.0,14744.0,クレジットカード,shipped
O000074,2023/04/21,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0041,掃除機,家電,6915,3.0,20745.0,クレジットカード,delivered
O000075,2023-05-09,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0044,ジーンズ,ファッション,12317,5.0,61585.0,PayPay,配送済
O000076,2023-05-31,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0031,加湿器,家電,11743,4.0,46972.0,クレカ,delivered
O000077,07/08/2023,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0027,コーヒー（お徳用）,食品,10429,3.0,31287.0,クレジットカード,配送済
O000078,2023/06/14,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0051,帽子,ファッション,11404,1.0,11404.0,クレジットカード,shipped
O000079,28-07-2023,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0012,パスタ,食品,11541,3.0,34623.0,クレカ,delivered
O000080,2023-06-20,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0020,缶詰,食品,8423,3.0,25269.0,銀行振込,delivered
O000081,19-08-2023,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0031,加湿器,家電,11743,5.0,58715.0,クレジットカード,
O000082,2023-09-25,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0034,電子レンジ（お徳用）,家電,11800,1.0,11800.0,クレジットカード,配送済
O000083,2023-11-17,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0044,ジーンズ,ファッション,12317,4.0,49268.0,PayPay,delivered
O000084,2023-08-12,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0049,バッグ,ファッション,11406,2.0,22812.0,銀行振込,delivered
O000085,,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0010,【セール】お米,食品,6809,5.0,34045.0,代金引換,delivered
O000086,2024-01-01,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0046,【セール】ジーンズ,ファッション,12358,1.0,12358.0,クレジットカード,delivered
O000087,2023-07-12,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0044,ジーンズ,ファッション,12317,4.0,49268.0,PayPay,pending
O000088,2023-10-12,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0040,【セール】掃除機,家電,7405,5.0,37025.0,代金引換,delivered
O000089,2024-02-09,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0052,サングラス,ファッション,7645,4.0,30580.0,クレカ,delivered
O000090,24-11-2023,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0024,【セール】お菓子詰め合わせ,食品,2387,3.0,7161.0,銀行振込,delivered
O000091,2023-10-28,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0011,お米,食品,7023,2.0,14046.0,クレジットカード,shipped
O000092,2024-04-24,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0005,歯磨き粉,日用品,3124,5.0,15620.0,,delivered
O000093,2023-10-28,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0022,お菓子詰め合わせ,食品,2371,4.0,9484.0,クレジットカード,pending
O000094,2024-05-09,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0048,スニーカー,ファッション,3359,5.0,16795.0,銀行振込,delivered
O000095,2023-09-30,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0026,コーヒー,食品,10458,5.0,52290.0,コンビニ払い,delivered
O000096,2024-04-25,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0009,お米（お徳用）,食品,6862,1.0,6862.0,クレジットカード,shipped
O000097,2023-12-07,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0029,コ-ヒ-,食品,10798,3.0,32394.0,credit card,delivered
O000098,2023-10-24,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0023,お菓子詰め合わせ（お徳用）,食品,2522,5.0,12610.0,銀行振込,shipped
O000099,2023-10-04,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0004,トイレットペーパー,日用品,491,3.0,1473.0,銀行振込,shipped
O000100,2024-03-04,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0041,掃除機,家電,6915,4.0,27660.0,クレジットカード,delivered
O000101,2024-11-11,C00006,林 健太,林健太34@yahoo.co.jp,,大阪府,73.0,M,P0024,【セール】お菓子詰め合わせ,食品,2387,2.0,0.0,クレカ,pending
O000102,2026-01-05,C00007,渡辺 さくら,渡辺さくら88@softbank.ne.jp,070 8668 9669,福岡県,67.0,その他,P0006,石鹸,日用品,12842,4.0,51368.0,コンビニ払い,delivered
O000103,2023-08-06,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0036,電子レンジ,家電,11884,4.0,47536.0,クレジットカード,shipped
O000104,2023-08-30,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0027,コーヒー（お徳用）,食品,10429,1.0,10429.0,銀行振込,pending
O000105,2023-10-05,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0010,【セール】お米,食品,6809,3.0,20427.0,クレジットカード,delivered
O000106,2023-10-29,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0048,スニーカー,ファッション,3359,5.0,16795.0,クレジットカード,cancelled
O000107,2023-10-29,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0031,加湿器,家電,11743,3.0,35229.0,クレジットカード,delivered
O000108,2024-01-03,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0039,掃除機（お徳用）,家電,7125,3.0,21375.0,クレジットカード,
O000109,2024-02-02,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0052,サングラス,ファッション,7645,1.0,7645.0,クレジットカード,shipped
O000110,2023-11-19,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0018,【セール】調味料セット,食品,14042,5.0,70210.0,クレジットカード,cancelled
O000111,01/29/2024,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0016,調味料セット,食品,13994,3.0,41982.0,PayPay,cancelled
O000112,2024-02-02,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0049,バッグ,ファッション,11406,4.0,45624.0,PayPay,delivered
O000113,2023年11月14日,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0017,調味料セット（お徳用）,食品,14229,3.0,42687.0,クレジットカード,pending
O000114,2024-04-04,C00008,山田 結衣,山田結衣56@yahoo.co.jp,０９０−9317−2743,福岡県,27.0,その他,P0025,お菓子詰め合わせ,食品,2610,,2610.0,代金引換,
O000115,2026-01-04,C00009,伊藤 杏,伊藤杏68@gmail.com,090-6310-9005,大阪府,70.0,M,P0035,【セール】電子レンジ,家電,11788,5.0,58940.0,クレジットカード,delivered
O000116,2023-10-27,C00010,山崎 健太,山崎健太17@softbank.ne.jp,070 7932 4470,千葉県,51.0,,P0026,コーヒー,食品,10458,5.0,52290.0,,delivered
O000117,,C00010,山崎 健太,山崎健太17@softbank.ne.jp,070 7932 4470,千葉県,51.0,,P0001,洗剤,日用品,7372,1.0,7372.0,PayPay,delivered
O000118,2023-11-10,C00010,山崎 健太,山崎健太17@softbank.ne.jp,070 7932 4470,千葉県,51.0,,P0003,ティッシュ,日用品,10858,5.0,54290.0,コンビニ払い,pending
O000119,2023-11-23,C00010,山崎 健太,山崎健太17@softbank.ne.jp,070 7932 4470,千葉県,51.0,,P0008,お米,食品,7026,5.0,35130.0,クレジットカード,delivered
O000120,2026-01-22,C00011,山田 愛,山田愛29@gmail.com,070 4770 4608,東京都,22.0,F,P0005,歯磨き粉,日用品,3124,4.0,12496.0,クレジットカード,cancelled
O000121,2026-01-09,C00012,加藤 葵,加藤葵28@icloud.com,090-3167-8744,兵庫県,64.0,M,P0050,財布,ファッション,12631,13.0,263070.0,クレジットカード,
O000122,2026年01月16日,C00012,加藤 葵,加藤葵28@icloud.com,090-3167-8744,兵庫県,64.0,M,P0013,パスタ（お徳用）,食品,11639,24.0,107248.0,credit card,pending
O000123,22-02-2023,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0003,ティッシュ,日用品,10858,1.0,10858.0,credit card,pending
O000124,2023-03-05,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0018,【セール】調味料セット,食品,14042,,14042.0,PayPay,cancelled
O000125,2023-04-11,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0005,歯磨き粉,日用品,3124,4.0,12496.0,クレジットカード,delivered
O000126,2023-05-14,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0004,トイレットペーパー,日用品,491,3.0,1473.0,銀行振込,cancelled
O000127,2023-04-15,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0042,ドライヤー,家電,2245,2.0,4490.0,コンビニ払い,delivered
O000128,2023-06-07,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0041,掃除機,家電,6915,2.0,13830.0,銀行振込,cancelled
O000129,2023-05-29,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0042,ドライヤー,家電,2245,4.0,8980.0,クレジットカード,pending
O000130,2023-05-03,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0026,コーヒー,食品,10458,5.0,52290.0,クレジットカード,shipped
O000131,2023-04-27,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0005,歯磨き粉,日用品,3124,1.0,3124.0,PayPay,delivered
O000132,23-10-2023,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0012,パスタ,食品,11541,1.0,11541.0,PayPay,delivered
O000133,2023-11-09,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0032,扇風機,家電,2130,2.0,4260.0,コンビニ払い,delivered
O000134,2023-11-24,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0044,ジーンズ,ファッション,12317,2.0,24634.0,クレジットカード,delivered
O000135,2023-07-16,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0027,コーヒー（お徳用）,食品,10429,4.0,41716.0,PayPay,shipped
O000136,2023年07月28日,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0025,お菓子詰め合わせ,食品,2610,1.0,2610.0,クレカ,delivered
O000137,2023-12-27,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0052,サングラス,ファッション,7645,3.0,22935.0,コンビニ払い,delivered
O000138,2024-05-02,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0012,パスタ,食品,11541,198.0,1988341.0,代金引換,delivered
O000139,2024-03-12,C00013,山田 花子,山田花子52@docomo.ne.jp,08035714784,大阪府,73.0,M,P0024,【セール】お菓子詰め合わせ,食品,2387,2.0,4774.0,コンビニ払い,
O000140,2026-01-16,C00014,鈴木 杏,鈴木杏2@gmail.com,,兵庫県,68.0,,P0032,扇風機,家電,2130,13.0,163946.0,PayPay,cancelled
O000141,01/23/2023,C00015,吉田 美月,吉田美月90@icloud.com,090-8973-3536,静岡県,72.0,F,P0007,柔軟剤,日用品,11018,1.0,11018.0,PayPay,shipped
O000142,12-02-2023,C00015,吉田 美月,吉田美月90@icloud.com,090-8973-3536,静岡県,72.0,F,P0021,インスタント麺,食品,13736,1.0,13736.0,クレカ,delivered
O000143,2023-02-10,C00015,吉田 美月,吉田美月90@icloud.com,090-8973-3536,静岡県,72.0,F,P0015,パスタ,食品,11600,4.0,46400.0,銀行振込,delivered
O000144,2023-01-25,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0041,掃除機,家電,6915,2.0,41490.0,クレジットカード,delivered
O000145,2023-02-01,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0027,コーヒー（お徳用）,食品,10429,8.0,83432.0,コンビニ払い,delivered
O000146,02/10/2023,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0036,電子レンジ,家電,11884,5.0,95072.0,PayPay,pending
O000147,2023-02-18,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0016,調味料セット,食品,13994,2.0,83964.0,クレジットカード,
O000148,03/18/2023,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0047,ジ-ンズ,ファッション,12106,2.0,36318.0,クレジットカード,pending
O000149,2023-03-01,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0014,【セール】パスタ,食品,11392,7.0,34176.0,代金引換,shipped
O000150,2023-04-07,C00016,鈴木 翼,鈴木翼11@yahoo.co.jp,08041568532,静岡県,34.0,F,P0030,電気ケトル,家電,4496,4.0,35968.0,PayPay,delivered
